match_id,match_start_date,match_date,match_day,city,venue,bowler,age_years,spell_no,deliveries_match,overs_match,inferred_fielding_time_minutes,avg_temp_c,avg_humidity_pct,precip_mm,esi_norm,days_since_prev,deliveries_7d,deliveries_28d,acwr_7d_over_28d,acwr_std,srpe_sim_au,fatigue_ewma,ck_delta_24h_upl,cmj_drop_pct,hrv_sim_ms,fatigue_score_0_100,injury_risk_score,injury_risk_label,fatigue_score_0_100_v3,injury_risk_prob_v3,injury_risk_label_v3
20060614_AsgiriyaStadium_Kandy_CRDFernand,2006-06-14,2006-06-18,5,Kandy,Asgiriya Stadium,CRD Fernando,16.46,2,23,3,44,23.80171991896295,82.2087826175686,0.2793501792850665,0.2478,0.0,493.0,719.0,0.6857,2.7427,106.0,221.4549172819378,56.6,0.0522,78.3,26.9,7.95,High,45.80969271879557,0.8416633929823646,High
20060614_AsgiriyaStadium_Kandy_CRDFernand,2006-06-14,2006-06-18,5,Kandy,Asgiriya Stadium,CRD Fernando,16.46,3,23,3,44,23.80171991896295,82.2087826175686,0.2793501792850665,0.2478,0.0,447.0,673.0,0.6642,2.6568,106.0,311.25318627900054,48.2,0.0618,80.3,33.4,7.95,High,50.40685834261202,0.8028588324645789,High
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-22,1,Colombo,Sinhalese Sports Club,CRD Fernando,16.47,1,30,5,420,29.091234231451217,77.42726190285988,0.6137563522919065,0.474,4.0,332.0,712.0,0.4663,1.8652,664.1,332.11618796145336,81.9,0.1217,69.7,51.6,5.17,High,26.03861174064852,0.44976592229845047,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-23,2,Colombo,Sinhalese Sports Club,CRD Fernando,16.47,1,40,6,270,28.509740876677657,82.54334670899686,0.0,0.4858,1.0,326.0,752.0,0.4335,1.734,547.3,385.91214097109,82.6,0.1102,76.4,54.5,6.19,High,25.983794039524287,0.521056416198882,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-23,2,Colombo,Sinhalese Sports Club,CRD Fernando,16.47,2,27,4,394,29.5933573098883,79.1075713232485,1.7429981936383412,0.5125,0.0,353.0,779.0,0.4531,1.8126,591.0,437.1841057283175,76.6,0.108,73.4,56.8,6.21,High,32.430312319873124,0.4556191923548176,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-23,2,Colombo,Sinhalese Sports Club,CRD Fernando,16.47,3,26,4,117,28.8262132789573,73.70058373630647,0.2940090659205266,0.4309,0.0,379.0,805.0,0.4708,1.8832,226.4,384.4880792962381,68.0,0.0746,77.0,45.8,6.13,High,41.75109748445384,0.6144442103343888,High
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-23,2,Colombo,Sinhalese Sports Club,CRD Fernando,16.47,4,26,4,117,28.8262132789573,73.70058373630647,0.2940090659205266,0.4309,0.0,405.0,831.0,0.4874,1.9495,226.4,344.96605947217864,50.0,0.0676,81.2,37.4,6.13,High,41.22701090343758,0.7660286471462622,High
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-24,3,Colombo,Sinhalese Sports Club,CRD Fernando,16.48,1,42,7,311,28.68691661422193,73.52598396231627,1.1901523026683565,0.4226,1.0,260.0,873.0,0.2978,1.1913,637.2,418.024544604134,96.5,0.0891,64.8,57.4,3.72,Medium,38.89183690079283,0.48157300645914936,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-24,3,Colombo,Sinhalese Sports Club,CRD Fernando,16.48,2,35,5,358,28.7445050595602,77.12680604877423,0.0,0.4542,0.0,295.0,908.0,0.3249,1.2996,614.7,467.1934084531005,84.1,0.1055,65.9,60.7,4.95,High,32.97959076134035,0.3669954100058444,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-25,4,Colombo,Sinhalese Sports Club,CRD Fernando,16.48,1,44,7,51,28.20885391232572,73.11287339869993,2.508636347050952,0.3953,1.0,270.0,952.0,0.2836,1.1345,249.3,412.72005633982536,74.8,0.0769,77.8,50.1,3.7,Medium,18.48448344087366,0.27158593225366345,Low
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-25,4,Colombo,Sinhalese Sports Club,CRD Fernando,16.48,2,26,4,52,26.956931237123317,78.82958485067468,0.0,0.3785,0.0,296.0,978.0,0.3027,1.2106,143.4,345.39004225486906,37.4,0.0436,79.7,31.0,4.88,High,31.476832360026084,0.46030998787788296,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-26,5,Colombo,Sinhalese Sports Club,CRD Fernando,16.48,1,20,3,420,28.56831575094526,77.08490536248212,1.1175644756253489,0.4451,1.0,316.0,998.0,0.3166,1.2665,541.7,394.4675316911518,75.9,0.1035,75.4,52.6,4.95,High,39.891097292709816,0.35805324467009636,Medium
20060622_SinhaleseSportsClu_Colombo_CRDFernand,2006-06-22,2006-06-26,5,Colombo,Sinhalese Sports Club,CRD Fernando,16.48,2,25,4,283,29.24207876658529,80.12910381517732,4.067536885420328,0.5031,0.0,341.0,1023.0,0.3333,1.3333,435.4,404.7006487683639,62.1,0.0956,71.0,49.0,5.0,High,44.36485571024897,0.6154981023613936,High
20060701_SinhaleseSportsClu_Colombo_CRDFernand,2006-07-01,2006-07-02,2,Colombo,Sinhalese Sports Club,CRD Fernando,16.5,1,67,11,200,28.444674230080214,84.60520679097795,3.810313288419199,0.4991,6.0,112.0,1090.0,0.1028,0.411,730.4,486.1254865762729,91.4,0.1407,68.6,68.9,1.5,Low,21.859549841404622,0.19351997027983459,Low
20060701_SinhaleseSportsClu_Colombo_CRDFernand,2006-07-01,2006-07-02,2,Colombo,Sinhalese Sports Club,CRD Fernando,16.5,2,67,11,200,28.444674230080214,84.60520679097795,3.810313288419199,0.4991,0.0,179.0,1157.0,0.1547,0.6188,730.4,547.1941149322047,70.0,0.1164,74.7,65.2,1.5,Low,31.67655607257208,0.24023654675358605,Low
20060701_SinhaleseSportsClu_Colombo_CRDFernand,2006-07-01,2006-07-03,3,Colombo,Sinhalese Sports Club,CRD Fernando,16.5,1,8,1,135,27.65112857133203,83.07785183757339,0.0,0.4472,1.0,142.0,1165.0,0.1219,0.4876,145.5,446.7705861991535,42.1,0.0748,83.6,44.6,1.45,Low,29.82578729940102,0.27066971096812165,Low
20060701_SinhaleseSportsClu_Colombo_CRDFernand,2006-07-01,2006-07-04,4,Colombo,Sinhalese Sports Club,CRD Fernando,16.5,1,29,4,41,28.497733772305164,79.43938627232944,2.6939885102410006,0.4604,1.0,171.0,1120.0,0.1527,0.6107,137.3,369.4029396493651,41.0,0.0607,79.2,36.2,1.46,Low,20.52707296101117,0.23628692440439578,Low
20060721_PallekeleInternati_Kandy_CRDFernand,2006-07-21,2006-07-21,1,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.55,1,16,2,358,24.326058409867763,78.32343698161385,0.3902606236414591,0.2429,17.0,16.0,379.0,0.0422,0.1689,406.8,378.7522047370238,38.8,0.0808,77.3,39.2,1.24,Low,2.9402015294908015,0.07213338876166055,Low
20060721_PallekeleInternati_Kandy_CRDFernand,2006-07-21,2006-07-22,2,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.55,1,63,10,212,23.8383763455636,78.1634655654967,0.0,0.2172,1.0,135.0,421.0,0.3207,1.2827,654.5,451.15014887343193,93.7,0.1167,69.7,63.3,2.02,Low,22.05605300532204,0.20681490999517121,Low
20060721_PallekeleInternati_Kandy_CRDFernand,2006-07-21,2006-07-22,2,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.55,2,28,4,249,24.524259523075308,83.61502331899295,1.7296807990788396,0.2951,0.0,72.0,358.0,0.2011,0.8045,389.3,383.3668651645759,42.7,0.0761,70.4,39.9,1.8,Low,20.85558711417389,0.1767527639500234,Low
20060721_PallekeleInternati_Kandy_CRDFernand,2006-07-21,2006-07-22,2,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.55,3,28,4,249,24.524259523075308,83.61502331899295,1.7296807990788396,0.2951,0.0,44.0,330.0,0.1333,0.5333,389.3,381.3891535527678,54.1,0.061,77.6,40.3,1.8,Low,19.64297144390887,0.14055099429231482,Low
20060721_PallekeleInternati_Kandy_CRDFernand,2006-07-21,2006-07-25,5,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.56,1,27,4,237,22.81106208782124,71.28727871672682,1.6350758770877671,0.1109,3.0,162.0,333.0,0.4865,1.9459,353.8,426.8126116550739,46.3,0.0717,80.5,43.6,2.11,Low,22.8360172280828,0.31425312404977074,Medium
20060721_PallekeleInternati_Kandy_CRDFernand,2006-07-21,2006-07-25,5,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.56,2,22,3,52,24.23345510352665,87.72483677138653,2.116874333578532,0.3135,0.0,184.0,355.0,0.5183,2.0732,115.5,348.98445874130545,26.5,0.0613,75.5,31.1,5.31,High,33.67350242135306,0.6213990003687946,High
20060924_PallekeleInternati_Kandy_CRDFernand,2006-09-24,2006-09-24,1,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.73,1,31,5,275,23.28096314138966,83.29767769831422,4.878948897243541,0.2304,61.0,31.0,31.0,1.0,4.0,451.3,374.5633440559791,72.1,0.104,71.9,50.2,4.73,High,33.94462906572167,0.7689664708687795,High
20060924_PallekeleInternati_Kandy_CRDFernand,2006-09-24,2006-09-25,2,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.73,1,27,4,77,22.0,90.1409221122816,0.0,0.2211,1.0,58.0,58.0,1.0,4.0,170.2,323.4725080419843,51.1,0.0719,74.6,36.5,5.72,High,37.329464866930444,0.8114708497867283,High
20060924_PallekeleInternati_Kandy_CRDFernand,2006-09-24,2006-09-26,3,Kandy,Pallekele International Cricket Stadium,CRD Fernando,16.73,1,28,4,397,22.0,74.98781348838651,25.158827805516957,0.0999,1.0,86.0,86.0,1.0,4.0,547.3,379.4293810314882,75.2,0.1089,71.1,52.0,5.6,High,31.57414079312368,0.6557870411621393,High
20061108_RPremadasaStadium_Colombo_CRDFernand,2006-11-08,2006-11-11,4,Colombo,R.Premadasa Stadium,CRD Fernando,16.86,1,18,3,0,28.976438424450016,76.45836021595301,2.571326142768456,0.4605,46.0,18.0,18.0,1.0,4.0,90.3,307.1470357736161,37.3,0.034,79.1,26.6,4.96,High,38.3467524875056,0.8881050030275499,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-03,1,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,1,44,7,112,27.14133703112128,77.31504961558149,0.4793901944417573,0.3756,22.0,44.0,62.0,0.7097,2.8387,341.0,315.6102768302121,58.5,0.1304,66.9,45.9,5.38,High,14.989241142587137,0.5096883479246557,Medium
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-03,1,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,2,44,7,112,27.14133703112128,77.31504961558149,0.4793901944417573,0.3756,0.0,88.0,106.0,0.8302,3.3208,341.0,321.9577076226591,74.9,0.1291,74.7,50.1,5.88,High,32.8456705039223,0.7870874344613252,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-04,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,1,32,5,240,27.68982337727272,75.0430354713486,1.2061406432680943,0.3848,1.0,120.0,138.0,0.8696,3.4783,426.8,348.16828071699433,48.4,0.1036,75.6,42.3,5.88,High,34.53579974948937,0.7467366606220236,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-04,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,2,33,5,398,27.78073140461048,78.38374073736504,0.0,0.4161,0.0,153.0,171.0,0.8947,3.5789,649.8,423.57621053774574,76.5,0.1001,70.1,54.6,5.42,High,52.3692298980076,0.843810417117685,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-04,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,3,12,2,55,27.863773370563678,79.06764070583702,0.39059041088045,0.4257,0.0,165.0,183.0,0.9016,3.6066,89.0,339.9321579033093,32.3,0.0382,72.6,28.6,5.43,High,43.86877755627294,0.8698796860959126,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-04,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,4,33,5,398,27.78073140461048,78.38374073736504,0.0,0.4161,0.0,198.0,216.0,0.9167,3.6667,649.8,417.399118427482,93.0,0.1243,67.8,61.5,5.92,High,48.51935651836817,0.8858196212235975,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-04,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.92,5,12,2,55,27.863773370563678,79.06764070583702,0.39059041088045,0.4257,0.0,210.0,228.0,0.9211,3.6842,89.0,335.2993388206115,39.2,0.0505,83.7,31.6,5.93,High,37.07578808195285,0.8270915290864314,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-05,3,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.93,1,18,3,387,27.008238053909597,74.673320339418,0.279024708859737,0.3478,1.0,228.0,246.0,0.9268,3.7073,478.7,371.1495041154586,78.9,0.1211,66.2,53.9,5.85,High,33.54069835242281,0.7882068250896177,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-06,4,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.93,1,11,1,23,29.121163790696794,78.02635577278826,0.0,0.4803,1.0,303.0,321.0,0.9439,3.7757,81.6,246.39300716153184,32.0,0.065,78.9,24.8,8.18,High,47.95475287658532,0.939536290752147,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-06,4,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.93,2,14,2,184,26.09925414615424,77.73839233777447,3.159483547348262,0.3269,0.0,292.0,310.0,0.9419,3.7677,222.9,301.3240095487091,48.7,0.0699,75.2,33.9,7.63,High,45.716052402468925,0.8965353512106754,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-06,4,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.93,3,36,6,124,27.08901109883417,78.9216074712039,0.0,0.3858,0.0,278.0,296.0,0.9392,3.7568,307.6,327.4653460649455,60.4,0.0986,76.4,42.8,7.69,High,55.611802521717145,0.9456949106589876,High
20061203_SinhaleseSportsClu_Colombo_CRDFernand,2006-12-03,2006-12-06,4,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,16.93,4,14,2,184,26.09925414615424,77.73839233777447,3.159483547348262,0.3269,0.0,242.0,260.0,0.9308,3.7231,222.9,334.087128086594,62.8,0.0612,76.8,38.7,7.63,High,46.431700642836205,0.8579476306339332,High
20070107_PSaraOval_Colombo_CRDFernand,2007-01-07,2007-01-08,2,Colombo,P Sara Oval,CRD Fernando,17.02,1,43,7,420,26.496396770603454,74.701979226845,0.7863617372222519,0.3224,33.0,43.0,43.0,1.0,4.0,791.7,382.7197553711489,72.6,0.1355,71.1,55.3,4.82,High,26.50588017694021,0.7525917015578378,High
20070107_PSaraOval_Colombo_CRDFernand,2007-01-07,2007-01-09,3,Colombo,P Sara Oval,CRD Fernando,17.02,1,25,4,7,27.791187267344757,80.0612875469058,4.980204208561059,0.43,1.0,68.0,68.0,1.0,4.0,98.8,311.73981652836164,47.0,0.0707,79.6,34.4,5.93,High,27.627840106311343,0.7644965449019758,High
20070107_PSaraOval_Colombo_CRDFernand,2007-01-07,2007-01-10,4,Colombo,P Sara Oval,CRD Fernando,17.02,1,21,3,35,26.754884387654027,83.5046190929669,2.7612351893664453,0.4058,1.0,89.0,89.0,1.0,4.0,96.6,257.9548623962712,49.4,0.079,84.1,31.8,5.91,High,33.06165974967987,0.8390233882915688,High
20070107_PSaraOval_Colombo_CRDFernand,2007-01-07,2007-01-11,5,Colombo,P Sara Oval,CRD Fernando,17.03,1,31,5,81,29.286126832418624,81.5802033014794,2.889321224902718,0.5169,1.0,120.0,120.0,1.0,4.0,218.5,248.0911467972034,63.2,0.0956,74.1,36.7,6.02,High,44.3780926053028,0.922271970232369,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-11,1,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.11,1,29,4,420,23.076637857936813,76.75944638532472,14.096716794755888,0.1679,31.0,29.0,29.0,1.0,4.0,591.5,333.94336009790254,68.6,0.109,74.1,46.8,4.67,High,28.762271097010768,0.7586565535375895,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-12,2,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.11,1,27,4,369,24.089464187646573,74.8207364542094,0.0,0.203,1.0,56.0,56.0,1.0,4.0,520.4,380.5575200734269,77.7,0.0939,69.2,50.6,5.7,High,27.521621307521798,0.699520001553278,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-13,3,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,1,18,3,86,22.0,85.36302884344757,0.0,0.1829,1.0,74.0,74.0,1.0,4.0,141.9,320.89314005507015,63.0,0.0438,83.7,35.2,5.68,High,39.105627521079604,0.8352608930122795,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-14,4,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,1,44,7,277,23.81101494073897,77.82683534487425,2.107188996159624,0.2132,1.0,118.0,118.0,1.0,4.0,570.2,383.2198550413026,93.3,0.0991,69.3,55.3,5.71,High,40.683529172926626,0.816078897556887,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-14,4,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,2,27,4,61,22.503740114426904,84.32640938159216,1.2896071644623734,0.1998,0.0,145.0,145.0,1.0,4.0,150.1,324.9398912809769,76.7,0.0764,76.8,43.4,5.2,High,39.91743161113432,0.8152425749600815,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-15,5,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,1,78,13,203,22.0,84.79913382739599,0.0,0.1784,1.0,223.0,223.0,1.0,4.0,810.4,446.3049184607327,92.9,0.1162,69.7,62.6,5.68,High,44.87644185040335,0.8297787571643053,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-15,5,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,2,20,3,26,24.260164013214485,78.08090845908109,0.0,0.2377,0.0,243.0,243.0,1.0,4.0,88.3,356.8036888455495,31.4,0.0747,75.4,34.8,7.54,High,43.929319665342916,0.8973453036205198,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-15,5,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,3,25,4,41,24.22044723959945,76.70803449646705,0.7553233934229893,0.2247,0.0,268.0,268.0,1.0,4.0,123.6,298.5027666341621,36.2,0.0804,79.7,32.1,7.52,High,36.44057456850782,0.9038184519296731,High
20070211_PallekeleInternati_Kandy_CRDFernand,2007-02-11,2007-02-15,5,Kandy,Pallekele International Cricket Stadium,CRD Fernando,17.12,4,20,3,26,24.260164013214485,78.08090845908109,0.0,0.2377,0.0,288.0,288.0,1.0,4.0,88.3,245.9520749756216,43.4,0.0829,83.0,30.0,7.54,High,40.92426434677247,0.8992156408973845,High
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-26,1,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.15,1,51,8,190,28.64357931256058,77.11151644069827,10.83988237782529,0.4491,11.0,51.0,339.0,0.1504,0.6018,528.3,316.5390562317162,90.6,0.1277,72.1,53.3,1.45,Low,7.259402996910325,0.1067168657526781,Low
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-27,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,1,29,4,376,26.96855407306765,77.96670739098539,0.0,0.3722,1.0,80.0,368.0,0.2174,0.8696,564.1,378.4292921737872,83.5,0.0922,69.1,51.5,1.87,Low,15.50804228177994,0.16790342870942218,Low
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-27,2,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,2,23,3,282,28.12358185800744,86.20142863636164,0.0,0.4958,0.0,103.0,391.0,0.2634,1.0537,402.6,384.4719691303404,68.1,0.0923,75.6,48.3,2.0,Low,26.931104889568825,0.2820874023326619,Low
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-28,3,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,1,35,5,101,27.27300756968628,81.7543931300274,0.586305773050404,0.4177,1.0,138.0,426.0,0.3239,1.2958,252.0,351.35397684775535,27.4,0.086,78.7,35.0,2.22,Low,30.520358624070823,0.5094317670012953,Medium
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-28,3,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,2,15,2,27,26.91162927106812,82.30429279449739,5.66542980745278,0.404,0.0,153.0,441.0,0.3469,1.3878,85.3,284.8404826358165,37.6,0.0363,75.5,25.2,2.2,Low,21.551089044998868,0.3810269968420804,Medium
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-28,3,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,3,72,12,26,27.23721562548144,78.06156229027116,1.874997636830608,0.3864,0.0,225.0,513.0,0.4386,1.7544,430.3,321.2053619768624,84.0,0.1101,66.9,49.6,3.89,Medium,32.394855321019435,0.5231044926285487,Medium
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-02-28,3,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,4,35,5,101,27.27300756968628,81.7543931300274,0.586305773050404,0.4177,0.0,260.0,548.0,0.4745,1.8978,252.0,303.9040214826468,71.2,0.0829,78.6,41.3,5.72,High,36.367243736480525,0.5958279190473192,Medium
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-03-01,4,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,1,9,1,126,27.458180036522474,86.09195401615513,0.0,0.4616,1.0,269.0,557.0,0.4829,1.9318,139.6,262.82801611198505,35.2,0.0479,81.4,24.5,5.76,High,38.84509765458343,0.6207536600345885,High
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-03-02,5,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,1,41,6,269,27.329408435987062,75.65751773269058,1.5708128214576953,0.3717,1.0,310.0,598.0,0.5184,2.0736,537.7,331.5460120839888,78.1,0.1097,73.3,49.0,8.07,High,38.280521351906394,0.6774469903941451,High
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-03-02,5,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,2,25,4,361,28.49707183444525,82.73506034758887,3.972995784002325,0.4867,0.0,335.0,623.0,0.5377,2.1509,531.3,381.4845090629916,63.7,0.1202,78.8,51.0,8.19,High,41.42993544531401,0.7367361726923785,High
20070226_SinhaleseSportsClu_Colombo_CRDFernand,2007-02-26,2007-03-02,5,Colombo,"Sinhalese Sports Club, Colombo",CRD Fernando,17.16,3,41,6,269,27.329408435987062,75.65751773269058,1.5708128214576953,0.3717,0.0,376.0,664.0,0.5663,2.2651,537.7,420.5383817972437,67.2,0.0958,73.4,51.5,8.07,High,45.0438216141258,0.7245146257230761,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-02,1,Colombo,P Sara Oval,CRD Fernando,17.25,1,42,7,190,26.493920838546583,83.49186934436018,0.0,0.3926,31.0,42.0,42.0,1.0,4.0,451.9,428.3787863479328,76.2,0.1122,73.5,56.6,4.89,High,31.57013715006823,0.8479196265235835,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-02,1,Colombo,P Sara Oval,CRD Fernando,17.25,2,9,1,284,30.11096233041958,78.44980087958456,3.91686646244645,0.5331,0.0,51.0,51.0,1.0,4.0,299.6,396.1840897609495,39.0,0.0828,84.9,40.9,6.03,High,38.62834102975458,0.9184821732282988,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-02,1,Colombo,P Sara Oval,CRD Fernando,17.25,3,30,5,389,27.97606592920709,78.08772892285023,0.0,0.4235,0.0,81.0,81.0,1.0,4.0,615.9,451.11306732071216,71.7,0.1253,70.5,59.2,5.92,High,40.823841691546335,0.923970406142805,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-03,2,Colombo,P Sara Oval,CRD Fernando,17.25,1,25,4,39,29.35179316439036,73.60641647273121,0.7755562231307905,0.4564,1.0,106.0,106.0,1.0,4.0,127.9,370.3098004905341,69.4,0.0819,74.9,46.1,5.96,High,35.510271503963686,0.9093621251038683,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-04,3,Colombo,P Sara Oval,CRD Fernando,17.25,1,39,6,420,28.270894021888815,77.80735665676347,0.6494498051943334,0.436,1.0,274.0,274.0,1.0,4.0,754.6,489.148804061458,97.0,0.1139,70.8,66.7,7.74,High,42.09366211665034,0.9195326624017017,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-04,3,Colombo,P Sara Oval,CRD Fernando,17.25,2,59,9,182,27.225694741080744,83.97258822777813,6.886121842738179,0.4331,0.0,235.0,235.0,1.0,4.0,581.8,400.66507208194406,82.1,0.123,70.6,57.3,7.73,High,55.70856382939782,0.9590217489370865,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-04,3,Colombo,P Sara Oval,CRD Fernando,17.25,3,11,1,74,28.57458334431001,80.24063076174872,12.827055505564305,0.4707,0.0,176.0,176.0,1.0,4.0,91.6,340.2867627759254,46.4,0.0776,78.0,37.5,5.47,High,47.39599178063794,0.9716840690494599,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-04,3,Colombo,P Sara Oval,CRD Fernando,17.25,4,59,9,182,27.225694741080744,83.97258822777813,6.886121842738179,0.4331,0.0,165.0,165.0,1.0,4.0,581.8,423.1823503679006,88.8,0.145,66.2,63.8,5.43,High,52.130879790744714,0.9486321453263012,High
20070402_PSaraOval_Colombo_CRDFernand,2007-04-02,2007-04-05,4,Colombo,P Sara Oval,CRD Fernando,17.26,1,23,3,403,28.162133269970617,78.65667063778442,11.249934261033324,0.4374,1.0,297.0,297.0,1.0,4.0,543.1,502.6366030460935,70.8,0.114,79.3,61.5,8.14,High,46.44833861627935,0.9213524764182154,High
20070422_PSaraOval_Colombo_CRDFernand,2007-04-22,2007-04-22,1,Colombo,P Sara Oval,CRD Fernando,17.3,1,42,7,204,26.84467545214549,85.64305367982395,3.993377800905496,0.4274,17.0,42.0,339.0,0.1239,0.4956,476.6,496.1274522845701,64.4,0.0993,73.9,57.4,1.43,Low,10.612031312926348,0.1203694530634304,Low
20070422_PSaraOval_Colombo_CRDFernand,2007-04-22,2007-04-22,1,Colombo,P Sara Oval,CRD Fernando,17.3,2,42,7,204,26.84467545214549,85.64305367982395,3.993377800905496,0.4274,0.0,84.0,381.0,0.2205,0.8819,476.6,491.2455892134275,77.6,0.0997,70.7,60.2,1.93,Low,33.47560464421461,0.43160928597287457,Medium
